id,variant,channel,adopted,saving_us,planning_wall_s
6,A,18,True,4837791,0.04904819998773746
6,A,3,True,2791624,0.08010330001707189
6,A,10,True,1397427,0.03272759998799302
6,A,1,True,662501,0.10319930000696331
6,A,5,True,3534919,0.02428339998004958
6,A,7,True,776081,0.03331059997435659
6,A,15,True,1210302,0.03147319998242892
6,A,9,True,3766034,0.03176879999227822
6,A,4,True,2367764,0.03223209999850951
6,A,13,True,119100,0.09954869997454807
6,A,14,True,1572992,0.02992689999518916
6,A,20,True,443971,0.029589999961899593
6,B,3,True,910442,0.04342030000407249
6,B,10,True,1231412,0.030505199974868447
6,B,16,True,1556231,0.08188300000620075
6,B,18,True,2359146,0.0289475999888964
6,B,5,True,4647205,0.08433260000310838
6,B,1,True,3139971,0.03298630000790581
6,B,15,True,2608048,0.02831049999804236
6,B,9,True,587692,0.026809299975866452
6,B,4,True,394813,0.027643200039165094
6,B,13,True,1279893,0.023907700029667467
6,B,20,True,2182153,0.02614320002612658
6,B,7,True,3640290,0.019593200006056577
7,A,14,True,246678,0.12710189999779686
7,A,4,True,5721072,0.08933899999829009
7,A,18,True,1700268,0.10268409998388961
7,A,10,True,5058986,0.030464999988907948
7,A,17,True,1261720,0.11234560000593774
7,A,3,True,432166,0.03268620002199896
7,A,2,True,3516160,0.034330800001043826
7,A,5,True,5356844,0.11502319999272004
7,A,13,True,862727,0.044149699999252334
7,A,19,True,2444693,0.040419099997961894
7,A,1,True,3444696,0.10407510004006326
7,A,7,True,2314699,0.10576540001784451
7,A,6,True,39871,0.06593000001157634
7,A,11,True,140555,0.02523040003143251
7,B,18,True,467371,0.07891279997420497
7,B,4,True,35003,0.08927080000285059
7,B,14,True,2831355,0.08213350002188236
7,B,10,True,4264157,0.018309999984921888
7,B,17,True,2241979,0.07861119997687638
7,B,3,True,2750974,0.014166399982059374
7,B,2,True,40246,0.02925719998893328
7,B,13,True,1879764,0.1057425000180956
7,B,5,True,3174533,0.05245169997215271
7,B,19,True,112665,0.0889311000064481
7,B,1,True,3869086,0.03382959999726154
7,B,7,True,948806,0.0933837000047788
7,B,6,True,2606288,0.027504199999384582
7,B,11,True,1386828,0.024026099999900907
8,A,3,True,685033,0.10904850001679733
8,A,14,True,4222676,0.11024289997294545
