seed,seed_hex,family,total,directional,baseline_s_per_source,route_s_per_source,v1_s_per_source,delta_base,delta_route
195,0000000000000000200000000000000000000000000000000000000000000000,one_bit,15,2,742.6301091333333,742.6301091333333,742.6301091333333,0.0,0.0
196,0000000000000000400000000000000000000000000000000000000000000000,one_bit,15,5,755.6355701333334,755.6355701333334,755.6355701333334,0.0,0.0
197,0000000000000000800000000000000000000000000000000000000000000000,one_bit,12,7,935.2300972500001,929.9082408333334,927.6611780833333,-7.568919166666774,-2.2470627500000546
198,0000000000000001000000000000000000000000000000000000000000000000,one_bit,11,10,1077.8785667272728,1078.0895495454545,1072.9267937272728,-4.951773000000003,-5.162755818181722
199,0000000000000002000000000000000000000000000000000000000000000000,one_bit,13,11,873.3964890769231,868.838363076923,864.7164666153847,-8.680022461538442,-4.121896461538313
200,0000000000000004000000000000000000000000000000000000000000000000,one_bit,12,10,2310.7322226666665,945.8286387500001,917.2662584166666,-1393.46596425,-28.56238033333352
201,0000000000000008000000000000000000000000000000000000000000000000,one_bit,16,9,708.4265676875,710.2754716875,710.2051885,1.7786208124999803,-0.07028318750008111
202,0000000000000010000000000000000000000000000000000000000000000000,one_bit,10,6,1146.944729,1146.944729,1146.944729,0.0,0.0
203,0000000000000020000000000000000000000000000000000000000000000000,one_bit,16,3,792.75849625,733.7222136875,716.0494325625,-76.70906368750002,-17.67278112500003
204,0000000000000040000000000000000000000000000000000000000000000000,one_bit,14,14,2575.333278714286,1399.7921509999999,948.9139442857143,-1626.4193344285716,-450.8782067142856
205,0000000000000080000000000000000000000000000000000000000000000000,one_bit,11,8,1997.714092,1395.8762913636363,1073.5990037272727,-924.1150882727272,-322.27728763636355
206,0000000000000100000000000000000000000000000000000000000000000000,one_bit,13,2,906.9824916923078,906.9824916923078,906.9824916923078,0.0,0.0
207,0000000000000200000000000000000000000000000000000000000000000000,one_bit,12,9,913.7171420833333,913.7171420833333,913.7171420833333,0.0,0.0
208,0000000000000400000000000000000000000000000000000000000000000000,one_bit,12,5,970.0958489166666,970.0958489166666,970.0958489166666,0.0,0.0
209,0000000000000800000000000000000000000000000000000000000000000000,one_bit,14,10,814.7464328571428,814.2027627142858,814.1453987142858,-0.6010341428570882,-0.057364000000006854
210,0000000000001000000000000000000000000000000000000000000000000000,one_bit,15,13,730.0216126666667,726.9316173999999,727.3437179333334,-2.6778947333332326,0.4121005333335006
211,0000000000002000000000000000000000000000000000000000000000000000,one_bit,11,8,1935.9611664545455,1230.2024646363636,1055.109416,-880.8517504545455,-175.09304863636362
212,0000000000004000000000000000000000000000000000000000000000000000,one_bit,14,6,807.1036927857142,809.9694402142858,809.7377686428572,2.6340758571429888,-0.23167157142859196
213,0000000000008000000000000000000000000000000000000000000000000000,one_bit,10,7,1903.110228,1308.954989,1102.0045387,-801.1056893,-206.95045030000006
214,0000000000010000000000000000000000000000000000000000000000000000,one_bit,13,7,929.9402867692309,929.9402867692309,929.9402867692309,0.0,0.0
215,0000000000020000000000000000000000000000000000000000000000000000,one_bit,16,4,700.469173625,688.7499419375,679.5492476875,-20.91992593750001,-9.20069424999997
216,0000000000040000000000000000000000000000000000000000000000000000,one_bit,16,3,4540.080356,905.066199375,689.9294004375,-3850.1509555625003,-215.13679893749998
217,0000000000080000000000000000000000000000000000000000000000000000,one_bit,16,1,612.4886294375,612.4886294375,612.4886294375,0.0,0.0
218,0000000000100000000000000000000000000000000000000000000000000000,one_bit,16,8,738.40466875,738.40466875,738.40466875,0.0,0.0
219,0000000000200000000000000000000000000000000000000000000000000000,one_bit,15,7,1331.677959,892.0203024,760.2848939333333,-571.3930650666668,-131.73540846666674
220,0000000000400000000000000000000000000000000000000000000000000000,one_bit,10,7,1151.9681269999999,1151.9681269999999,1151.9681269999999,0.0,0.0
221,0000000000800000000000000000000000000000000000000000000000000000,one_bit,12,7,988.8391468333333,1043.4191404166666,962.0483936666666,-26.79075316666672,-81.37074674999997
222,0000000001000000000000000000000000000000000000000000000000000000,one_bit,10,5,1138.2413966,1125.7845857,1119.1246819,-19.116714699999875,-6.659903799999938
223,0000000002000000000000000000000000000000000000000000000000000000,one_bit,11,3,1007.0756246363636,1007.0756246363636,1007.0756246363636,0.0,0.0
224,0000000004000000000000000000000000000000000000000000000000000000,one_bit,15,4,718.1551119333333,718.1551119333333,718.1551119333333,0.0,0.0
225,0000000008000000000000000000000000000000000000000000000000000000,one_bit,12,5,940.7722498333333,938.5710945833333,935.6918958333334,-5.080353999999829,-2.879198749999887
226,0000000010000000000000000000000000000000000000000000000000000000,one_bit,12,8,4123.026260333333,1594.1579785833335,1077.1237185,-3045.902541833333,-517.0342600833335
227,0000000020000000000000000000000000000000000000000000000000000000,one_bit,10,7,1175.1997815999998,1175.1997815999998,1175.1997815999998,0.0,0.0
228,0000000040000000000000000000000000000000000000000000000000000000,one_bit,12,10,986.5111754166666,986.5111754166666,986.5111754166666,0.0,0.0
229,0000000080000000000000000000000000000000000000000000000000000000,one_bit,13,10,916.8024953076923,919.5307713076922,919.0042140769231,2.2017187692307516,-0.5265572307691855
230,0000000100000000000000000000000000000000000000000000000000000000,one_bit,13,10,911.7428734615385,919.4542680000001,883.6900923076923,-28.052781153846126,-35.76417569230773
231,0000000200000000000000000000000000000000000000000000000000000000,one_bit,10,5,1105.8603094,1105.8603094,1105.8603094,0.0,0.0
232,0000000400000000000000000000000000000000000000000000000000000000,one_bit,13,5,857.5056725384616,857.5056725384616,857.5056725384616,0.0,0.0
233,0000000800000000000000000000000000000000000000000000000000000000,one_bit,13,9,881.4847062307692,880.090011,879.5819154615384,-1.902790769230819,-0.5080955384615891
234,0000001000000000000000000000000000000000000000000000000000000000,one_bit,11,2,1050.3725473636364,1050.3725473636364,1050.3725473636364,0.0,0.0
235,0000002000000000000000000000000000000000000000000000000000000000,one_bit,16,16,724.7096896875,724.7096896875,724.7096896875,0.0,0.0
236,0000004000000000000000000000000000000000000000000000000000000000,one_bit,15,7,739.1378547333334,739.1378547333334,739.1378547333334,0.0,0.0
237,0000008000000000000000000000000000000000000000000000000000000000,one_bit,15,8,779.1915400666666,779.0815993333333,779.5917536666667,0.40021360000014283,0.5101543333333893
238,0000010000000000000000000000000000000000000000000000000000000000,one_bit,16,6,1156.727402625,737.264980125,698.09050825,-458.636894375,-39.174471874999995
239,0000020000000000000000000000000000000000000000000000000000000000,one_bit,12,8,934.3854714166667,934.3854714166667,934.3854714166667,0.0,0.0
240,0000040000000000000000000000000000000000000000000000000000000000,one_bit,13,8,882.0790241538463,882.0790241538463,882.0790241538463,0.0,0.0
241,0000080000000000000000000000000000000000000000000000000000000000,one_bit,13,3,858.6918881538461,858.6918881538461,858.6918881538461,0.0,0.0
242,0000100000000000000000000000000000000000000000000000000000000000,one_bit,15,6,2169.466913266667,1017.1769632666667,821.9894202666667,-1347.477493,-195.187543
243,0000200000000000000000000000000000000000000000000000000000000000,one_bit,15,14,2494.756920133333,988.0961666666666,738.8168664,-1755.9400537333331,-249.2793002666666
244,0000400000000000000000000000000000000000000000000000000000000000,one_bit,11,11,1057.9084798181818,1057.9084798181818,1057.9084798181818,0.0,0.0
245,0000800000000000000000000000000000000000000000000000000000000000,one_bit,12,10,1242.8455054166668,1101.1571955833333,1006.3521605833333,-236.49334483333348,-94.80503499999998
246,0001000000000000000000000000000000000000000000000000000000000000,one_bit,16,6,714.8598605,714.8598605,714.8598605,0.0,0.0
247,0002000000000000000000000000000000000000000000000000000000000000,one_bit,14,13,5254.241005928571,1184.9017178571428,850.7619759285715,-4403.4790299999995,-334.1397419285713
248,0004000000000000000000000000000000000000000000000000000000000000,one_bit,14,12,770.8344202142856,770.8344202142856,770.8344202142856,0.0,0.0
249,0008000000000000000000000000000000000000000000000000000000000000,one_bit,11,10,1593.0886885454545,1216.9541744545456,1112.6574816363636,-480.43120690909086,-104.29669281818201
250,0010000000000000000000000000000000000000000000000000000000000000,one_bit,10,6,2416.9468093,1476.6274962,1199.3754917,-1217.5713176,-277.2520044999999
251,0020000000000000000000000000000000000000000000000000000000000000,one_bit,10,9,2928.1691621,1418.938196,1248.1059708,-1680.0631913,-170.83222520000004
252,0040000000000000000000000000000000000000000000000000000000000000,one_bit,10,1,1141.1776673,1141.1776673,1141.1776673,0.0,0.0
253,0080000000000000000000000000000000000000000000000000000000000000,one_bit,16,9,799.634216875,747.218823875,687.438199625,-112.19601724999995,-59.78062424999996
254,0100000000000000000000000000000000000000000000000000000000000000,one_bit,15,5,874.4995169333334,860.0286309999999,788.9058250666666,-85.59369186666686,-71.12280593333332
255,0200000000000000000000000000000000000000000000000000000000000000,one_bit,13,9,835.4986247692307,913.593164923077,831.073163076923,-4.4254616923076355,-82.52000184615395
256,0400000000000000000000000000000000000000000000000000000000000000,one_bit,15,11,1274.3714312,908.8273177333334,728.8020367333334,-545.5693944666666,-180.02528100000006
257,0800000000000000000000000000000000000000000000000000000000000000,one_bit,16,16,1712.598113375,855.779617125,745.438884625,-967.1592287499999,-110.34073249999994
258,1000000000000000000000000000000000000000000000000000000000000000,one_bit,10,2,3359.715276,1372.9398342,1160.689259,-2199.026017,-212.25057519999996
259,2000000000000000000000000000000000000000000000000000000000000000,one_bit,16,3,789.6461820625,776.99578075,691.6024943125,-98.04368775,-85.39328643750002
260,4000000000000000000000000000000000000000000000000000000000000000,one_bit,10,9,1242.0963864999999,1285.3795012,1165.1556609,-76.94072559999995,-120.22384030000012
261,8000000000000000000000000000000000000000000000000000000000000000,one_bit,16,11,756.08695575,758.564184125,754.21756575,-1.8693900000000667,-4.346618375000048
262,ecd25287df042f1f9938a6737ab64d0b41bcd84f34fe7721d403782a69de8637,sha256_new_design,16,16,898.3471799375,853.9783559375,805.41029225,-92.93688768749996,-48.56806368750006
263,9f0ee774655217f86181b22d3328e1be4c0638c4eb47ef77d40d4fb4b718d8d6,sha256_new_design,13,11,1055.7945196153846,917.0109882307692,857.9322518461539,-197.8622677692307,-59.07873638461524
264,ba3d6678dd7cb0d065858640fcf0007dd3a31be73d5a5b71173279bbab46ccf3,sha256_new_design,15,10,2075.6292642666667,789.6573536666667,767.4713928,-1308.1578714666666,-22.185960866666733
265,d171fc0823da589b5555f67d9f89cd44a201e25678dae934f769663a811d3a24,sha256_new_design,15,14,772.5041996666666,772.5041996666666,772.5041996666666,0.0,0.0
266,5bdcea5ead3e77c7f4025ed51346f5fee479976c4a3af876281681b8006c6698,sha256_new_design,14,9,870.6288485714285,870.8187492857143,869.2957534999999,-1.3330950714286018,-1.522995785714329
267,ec8e1c637bd81e624ec2bb9f37077d88775cff3aa949231aaba164b4f7ccf561,sha256_new_design,13,7,880.7189813846154,888.6858033076923,881.1732378461539,0.4542564615385345,-7.5125654615383155
268,064f11d8614be969120e31b24b3f39324c79708390f840ab37dda104001f40c5,sha256_new_design,12,11,966.3612851666667,966.3612851666667,966.3612851666667,0.0,0.0
269,292c15454292f32b9e6f57636c1509fb1f9c169c279f415f1d9b7c7b5505eea4,sha256_new_design,12,11,1250.21008325,1056.4149810833333,972.68918625,-277.520897,-83.72579483333323
270,2f0f7f7080cea2468e02407ae424cd306a88aa29c679e003533c57445d74160b,sha256_new_design,15,1,744.3318437333332,744.3318437333332,744.3318437333332,0.0,0.0
271,ce4c13f948c574d49458836b164fe61d5cdae6f4d60e0fdeb7ea3e7d284e1a77,sha256_new_design,10,9,1822.1670965,1453.43551,1183.7980284999999,-638.3690680000002,-269.63748150000015
272,3312b4f1a287e0cef1841c3dee782d1112794667784da51f4bb2bff07b6c43a1,sha256_new_design,16,9,723.0599694375,723.0599694375,723.0599694375,0.0,0.0
273,b298706b798655d02cd5390fe148ffde6898ca0ef625ac809f89073b2e59c8db,sha256_new_design,10,9,2055.1582189,1377.7938494,1202.6563214,-852.5018975,-175.13752799999997
274,473125969d4220a288cce2786e3f354df6faf5407b2725a32ff2a6d311e9ed8b,sha256_new_design,11,5,2399.5191940909094,1280.8289291818182,1071.0652715454546,-1328.4539225454548,-209.76365763636363
275,16b7c972cbeab6a432565c18c8645d13c0a98b60a16825240e507edb55562c52,sha256_new_design,12,6,966.8918076666668,966.8918076666668,966.8918076666668,0.0,0.0
276,97d80d4f862e21ec78a03669b6b7714d8c40b51a8a699ba5ea7c5388c456ab65,sha256_new_design,13,5,812.4057156153847,812.4057156153847,812.4057156153847,0.0,0.0
277,c83ae3de7db37617ad950b94a25f87cc42b60db935cff9b2fe074de8513d1bd9,sha256_new_design,12,6,943.7171076666667,992.16037075,943.1319184166667,-0.5851892499999849,-49.028452333333234
278,dfe1205dde27cc9dab8c3f62a025211b23cb97587ecf7c0131b85e021d24b251,sha256_new_design,13,10,1064.1865306153845,957.2413361538462,938.016060076923,-126.17047053846147,-19.225276076923137
279,4fe35a3de7afd3a63131b81708392d873f71e3df0662118f3805869d21b8bf78,sha256_new_design,13,10,1998.9492486153845,1073.5757389230769,924.7314442307693,-1074.2178043846152,-148.84429469230759
280,91de82b5b6845ffb22df67aecc967790ba4eb20f2e36903e0da59e1bbf5104d7,sha256_new_design,14,11,2705.332138214286,1139.6017099285714,840.6224167142857,-1864.7097215000001,-298.9792932142857
281,a065c7dcba8be8c114430884aa77912a1afffc22efcb2c6b69557682d88447c6,sha256_new_design,15,13,705.4174088,705.4174088,705.4174088,0.0,0.0
282,d770912cb60bc809ff0ade4c922fa2e48f49e08e760e10f39b6fad070001ae79,sha256_new_design,15,13,2517.1411184666667,968.5312822666667,822.88161,-1694.2595084666668,-145.6496722666667
283,784f17a46998e17f112cffa6f4e7c8e56588c8dabd3aa02ebb1c32e44a3ffb1e,sha256_new_design,10,8,1271.5969389,1375.4850758,1274.0392531,2.4423142000000553,-101.44582270000001
284,8b33120b2c095fea489b41e2990e29db28143840ba1b161329f50858f1c9fdb0,sha256_new_design,14,14,965.0790531428572,909.5640262857142,802.7113351428571,-162.36771800000008,-106.85269114285711
285,b3faae8281944c45ba0c1a925a3ab398e11f484c2023ded336b370229f254203,sha256_new_design,12,5,1693.6344163333333,1131.220522,967.2712085833333,-726.36320775,-163.94931341666677
286,755ceb432b2875e91e1bb0d6aad7606306b0fbc2abc78b218fff615a4aaa9177,sha256_new_design,14,5,1783.805910785714,847.4159940714286,819.4194778571429,-964.3864329285713,-27.996516214285748
287,a79a2595c4ae8558e60e4bdef786c55974bdde1744d9f7655f039e37b87322fc,sha256_new_design,16,2,633.0327381875,633.0327381875,633.0327381875,0.0,0.0
288,1548da85d6c6e39eb890c305e8d66c0fd204ecd3c3c6cc267e1a045f97fe7a4a,sha256_new_design,16,15,1406.7975188125,911.73183325,756.1027445,-650.6947743124999,-155.62908875000005
289,642035ee7a8b3a9f6db2b0b5c02f609a31e6a048dae65fdafe2b5b04a71d5371,sha256_new_design,13,9,4320.454595307692,1093.652143153846,885.8051053846154,-3434.6494899230765,-207.8470377692306
290,bd2e431257b79d19697309c4056dc56f6974924dfee9a55c162eb2cf4b8a8f9a,sha256_new_design,14,8,788.2155825714286,788.2155825714286,788.2155825714286,0.0,0.0
291,e16f900b8ab87d2f5d1ccb784921405c86775aa89b864a7aa2cd460a41837677,sha256_new_design,14,10,842.4546418571429,842.4546418571429,842.4546418571429,0.0,0.0
292,ce0afeb6fc2100926c123f3fad669d82c1b2c9f2a26057514621ff3d82c23db4,sha256_new_design,14,4,1085.745196857143,945.9264427142858,854.1883403571428,-231.5568565000001,-91.73810235714302
293,43dab84257a510dafc19ada1498fb007ee0c2ba1e11b242d5b8f5e94c74f67e3,sha256_new_design,15,11,852.0999876666666,891.0190942,756.0988195333333,-96.0011681333333,-134.92027466666673
294,3968cf2f68f506d6ea7ca59ddf7bfa1c70cb5ca081c7faf38d6551380c551f9d,sha256_new_design,14,3,800.9960661428571,800.9960661428571,800.9960661428571,0.0,0.0
295,c871e6435b36bc6a3401e7b471a6e5c50e9842feb39ffd4369ab6976b60bea66,sha256_new_design,10,9,1266.167835,1232.7285758,1152.9546105,-113.21322450000002,-79.7739653000001
296,61d67d75d866ae4b5b1318c7b21d2efa744543c43276d6f646e6b0102ae6730b,sha256_new_design,10,9,1109.6810982000002,1104.4916316000001,1092.2691419999999,-17.411956200000304,-12.222489600000245
297,9f8ea105a0f8b425fc9c516960132c59165ed9f594b422194bd4d794f6067fa6,sha256_new_design,13,11,926.4575070769231,924.2965524615385,918.6316644615385,-7.825842615384545,-5.664887999999905
298,e2d067ed3dad3d4829105cac41f2f69c94ddff7da4edd465ec79d193deb1ebe0,sha256_new_design,15,1,732.1710682666667,732.1710682666667,732.1710682666667,0.0,0.0
299,be16015db3ceb0b61de8dc71cc864467ee1bb174220f1b21b98b0f46c6c4f3d3,sha256_new_design,15,3,682.676163,682.676163,682.676163,0.0,0.0
300,c5a6a4109c0888085001a62e9a939573dfc3a9188630cddb899dfb7c060e27dd,sha256_new_design,15,12,1331.2087838,753.1210106,740.2718804,-590.9369034,-12.84913019999999
301,ac0eeec652e35f8976c38110a11d99ee4f3421038247886255328140b163eed7,sha256_new_design,15,8,733.6340859333334,729.0058006666666,726.9092358666666,-6.724850066666818,-2.09656480000001
302,bd3dba88613f13028bf7bb856c98ad562d420c624c10dd1c986803dd01b1f9f1,sha256_new_design,12,1,879.6714305833334,879.6714305833334,879.6714305833334,0.0,0.0
303,a6b5909d33fa13f41f72547065b3a24b8eb7c926bbc95d0566becbf219ac8c61,sha256_new_design,16,2,664.074157875,664.074157875,664.074157875,0.0,0.0
304,4ac06d4d6b9f18264d2a3c930c4e37160b51b48a994f7587d9638a130f8dbeff,sha256_new_design,13,10,2418.7676266923077,1230.6705787692308,963.8866571538462,-1454.8809695384616,-266.78392161538466
305,43488b7d4ef8474e094401a93b7e3564d64c7f76cf6b23b9f63150b960dd2ba2,sha256_new_design,16,10,1300.83767,817.0777366875,751.16223175,-549.6754382499998,-65.91550493749992
306,1c98b0acecb38f668a506387b2098fa851a68592867cb74166ab0144c4605406,sha256_new_design,10,1,1141.6839261,1141.6839261,1141.6839261,0.0,0.0
307,ea56398490efadd8f2658b259e87190fb28f093813567a1c57d10319ca7a67df,sha256_new_design,15,13,3823.5197482666667,951.1718122666666,774.5736216666667,-3048.9461266,-176.59819059999995
308,6092609db1746032ed3e1db5d3383fb218cbb8f90daad62efc8d04851cc630b3,sha256_new_design,14,12,788.7324673571428,788.7324673571428,788.7324673571428,0.0,0.0
309,9a0ac3cbcdd2b092604dce804387030740fe96f3e43274c3b5538f876fc8748c,sha256_new_design,11,8,979.6856278181818,980.6678521818183,979.7158421818182,0.030214363636332564,-0.9520100000000866
310,7494813765f04589189d0689db87b82d41096a9c75c5bf9080c2aa49f4e79d4e,sha256_new_design,16,15,775.66249175,773.1341168125,770.6577524375,-5.004739312499964,-2.476364375000003
311,f38b4946de1187b460d4ceb0f72df9ae8fd77ad9f383ccee1307a2f9b161532f,sha256_new_design,13,4,887.8785094615384,883.0502713846155,873.7540984615384,-14.12441100000001,-9.296172923077052
312,04ac3add1ca2a7a7ca96c56bf0bc4d9964d00237856b65c412634d286fd42a97,sha256_new_design,14,12,1403.4806622142858,1011.0203652142857,855.6547708571428,-547.825891357143,-155.36559435714287
313,74a89657c031942812ee11cd1d91f5434eaf910db9c853a312efb3e03d0ed45f,sha256_new_design,14,13,839.7235895714285,839.5511419285714,838.0229687857143,-1.70062078571425,-1.5281731428570993
314,a4854f029457f0cf94a256a8177aa0085a41362fa792f6a505d1d7dda438e2b9,sha256_new_design,16,4,1079.1603764375,681.43313825,673.457283375,-405.7030930625,-7.975854874999982
315,a4c0d2f226d90c69205b6efef642e06601a3d8a1caaf2ed77d906017f469d32c,sha256_new_design,16,14,723.835805625,732.0150850625,723.217780375,-0.6180252500000734,-8.79730468750006
316,ee79f3b1e1df32676c6306f634daa3d07537d38330d51be94bb47d50dd3b8121,sha256_new_design,12,5,962.1376078333333,962.1376078333333,962.1376078333333,0.0,0.0
317,978c7efdc717c4440845d7f048a6d425e43f3c58f6aef93f39a650b4cd536bfb,sha256_new_design,15,3,1620.2021928,891.8183693333334,766.2079133999999,-853.9942794,-125.61045593333347
318,a86cc0ddc589b07998f70774bf0f3a594106c04cc5bcc3536ceddfb336ee01b7,sha256_new_design,11,10,1072.025531090909,1075.0905939090908,1073.1586055454545,1.1330744545455218,-1.9319883636362647
319,7f83bcc50d81e1dbc299e4f1c9b90c865a19cb21c5560fdda24d6183f7ddecfc,sha256_new_design,16,2,669.572529,669.572529,669.572529,0.0,0.0
320,c254076e0c1008e60a10302f9bef7662d29b4cca6a1a61cd3bf0f1b1288057da,sha256_new_design,16,3,1142.0781520625,794.4921034375,706.84399,-435.2341620625001,-87.6481134375
321,ea8f1c51856caa9ee9f10503d83d010a5898dcc8bd170d04e72f5794e77b61e4,sha256_new_design,14,12,1791.4538556428572,906.8439832857142,834.6609105,-956.7929451428572,-72.18307278571422
322,499ceeae0cd934b3f951c1889f7baba957a48d3bd676c42e4619a67b3022c9e7,sha256_new_design,15,15,820.1846962666666,815.9145520666666,793.9769245333333,-26.20777173333329,-21.937627533333284
323,5cbec67448dd434e50f419b33ba61f3ad321e2de50d64180cf6a55568efbea4e,sha256_new_design,15,14,766.3664130666667,766.3664130666667,766.3664130666667,0.0,0.0
324,6364202139a56f22a4593bac2c2b49a74274a633454c597e722f367556ec01c1,sha256_new_design,11,4,1514.983257090909,1224.8865476363635,1110.091785,-404.891472090909,-114.79476263636343
325,134e344cbbb946d97e2424d063a1a5165bd41b5b12d1ab04ba7e48f650a0ef8c,sha256_new_design,14,3,2155.8605069285713,832.5481920714285,820.954998,-1334.9055089285712,-11.593194071428456
326,b5be8f47b98a42f93f256c588d27dcfd315e72c5f486848d5c8fdd17d3dab7ab,sha256_new_design,15,11,781.2095068,781.2095068,781.2095068,0.0,0.0
327,b403fe791db8ad4d3173e0ca9a91ce4072c0692c390d627b43222711e646f360,sha256_new_design,14,4,791.5239659285714,791.5239659285714,791.5239659285714,0.0,0.0
328,6497aa221ff664094556f96ea658b5c94429713d9b3d118225547cb71899ef50,sha256_new_design,11,2,1034.600494,1034.600494,1034.600494,0.0,0.0
329,b74ea5e6f925ad20047d0b7fac97d78b9fba2009a2f6ce255ea859b52a91b83d,sha256_new_design,12,11,2325.44285925,1219.29560175,988.0215943333333,-1337.4212649166666,-231.2740074166668
330,6a46f19ac7726ada9a0bbf3eaba282bef248e1c8b236c96880d8892ff792eb7f,sha256_new_design,13,4,887.9714825384616,887.9714825384616,887.9714825384616,0.0,0.0
331,fd67681ca04fa90b5cffde02268e5d6121b864050381adac549ba9f2a317d6b5,sha256_new_design,16,9,689.5927123125,689.5927123125,689.5927123125,0.0,0.0
332,248357d9586eed85cfe4bb3fcc8faa50bf9a22acb7248e28d640b93ab0204dda,sha256_new_design,16,11,742.19697,742.19697,742.19697,0.0,0.0
333,cc1f7c06217528fb8417be78f90a38d47302a23695804090781ab8303d896411,sha256_new_design,12,9,941.35548975,941.35548975,941.35548975,0.0,0.0
334,ce4641b0b19a087cdceb5a98c9d6600e4b76d8aa703ad3d5629cb54d908c43a2,sha256_new_design,11,4,990.4438974545454,990.4438974545454,990.4438974545454,0.0,0.0
335,70720579e9775cfff2d87098c627053697291ebf4eeb2da242fbab41a1006d33,sha256_new_design,16,15,1229.11693925,865.346414125,715.259048625,-513.8578906250001,-150.08736550000003
336,7b1f6f8cec673f9fcfd66ebb3b5a98ca08252f4c39a8a24ec462f46b685823a7,sha256_new_design,13,13,952.6149485384615,1022.7056290769231,913.5683223076923,-39.04662623076922,-109.1373067692308
337,5c7b2c38e13dcac4bab8609318c66d12df7c787c18fc6afa54930b3f5d65268e,sha256_new_design,12,1,900.6380715,900.6380715,900.6380715,0.0,0.0
338,d85c1b69cbaa4f12ccfa79f6e699ef5e8d5bd10a8c7bef7d5ea20bb9e0dbd701,sha256_new_design,13,10,899.6135243846154,899.6135243846154,899.6135243846154,0.0,0.0
339,7ca95c59233254c9d9d90a37827a0432b6a4d62c3596cf239d039a934bcd7647,sha256_new_design,13,5,879.0280196153847,879.0280196153847,879.0280196153847,0.0,0.0
340,7fd799010a92685394243fcacb6eef69e18699aec953d6c3edc848c2aebef2e4,sha256_new_design,12,4,903.2214506666666,903.2214506666666,903.2214506666666,0.0,0.0
341,c5c1e97fe16d27905960f25967ee4eea67560315830c707a0d11c5bc47b2e7cd,sha256_new_design,11,2,1001.5132093636363,1001.5132093636363,1001.5132093636363,0.0,0.0
342,4f2b105f432e2c81de6bcb11748644a3781d1423ebabe2231c9c704099697fc3,sha256_new_design,15,10,1022.8958160666666,922.2997216666666,809.097227,-213.79858906666664,-113.20249466666667
343,5126722f4e811cb19ac231e5e3c4fb953c6820cfcf6c287e1927723a64870395,sha256_new_design,13,10,910.8331816153847,914.6368352307692,916.0401834615385,5.207001846153844,1.4033482307693248
344,82ea8c8d3002b8c2a68c2dc369836ff7162cf15644b2584215cb8ea279a27e94,sha256_new_design,11,3,1070.4759794545455,1070.4759794545455,1070.4759794545455,0.0,0.0
345,49d0f2fc1cf91c1b4ad50f27bf867b583a196a5fdcc9457bb45d6b2f0cb8110a,sha256_new_design,13,7,1978.0249198461538,1044.2275664615386,879.7843611538462,-1098.2405586923076,-164.44320530769232
346,d170a5acd9f40915163c63d9f330219a71c9cd972161475abd386224ac1e3e74,sha256_new_design,13,12,1451.1833654615386,1103.1063856923076,892.2937924615385,-558.8895730000002,-210.81259323076915
347,760d785067110e598867c0c62e2510ec6fd00f23fc9fb5eab39f06c3c8ad7b41,sha256_new_design,14,11,774.3314351428571,772.561868,771.3074781428571,-3.023956999999996,-1.2543898571428826
348,f970dc1fa6e82813e7d955be7a2c784895fbe642d9614d3dabb44caf93fb0afd,sha256_new_design,12,8,1017.3136141666668,983.9201400833334,937.2677700833333,-80.04584408333346,-46.65237000000013
349,dabc54bcded2996524af1758384195f2cbec1931d356898d0d687010c49dabdf,sha256_new_design,15,13,2936.945727,1072.0558541333332,779.9177080666667,-2157.028018933333,-292.13814606666654
350,83f2d2433adf24fca6f32fd42e3d927560fa26b752785b2e1c0e1e0e55dc0be8,sha256_new_design,13,2,836.6835966153847,836.6835966153847,836.6835966153847,0.0,0.0
351,0a43a4c70fbb7645f951ca49e6bd9ea6b1532e2d1b325ec3dc7b730b65505ea5,sha256_new_design,15,6,790.4935928666667,790.4935928666667,790.4935928666667,0.0,0.0
352,10f5f7d7c3462b85bdc6d6d28190b22448f3c41b1176b9706b0c1efec5b7629f,sha256_new_design,12,11,3016.416312,1161.74452975,988.4754799166667,-2027.9408320833331,-173.26904983333338
353,99feab1cd2aaaeb95881d16717ae82c4cc8ec4ea193b484b19cdcc5f47336d1d,sha256_new_design,13,4,845.6113112307692,845.6113112307692,845.6113112307692,0.0,0.0
354,8df8a0ae76a4cd281a0b7a15188ee2a7fd08f5b90969ffcc7ae815f4f5366ebc,sha256_new_design,10,4,1240.8866427,1219.2588147000001,1149.4759851000001,-91.41065759999992,-69.78282960000001
355,2d3c049f01c28c5185de768be5e1592845dbb4ac35168feec6156502ec464db0,sha256_new_design,13,8,869.7688927692308,869.7688927692308,869.7688927692308,0.0,0.0
356,8e8ea987f77f1e5573efa44cb19dca14bad9ffcef0b6d4cb5fbeb701fa0a7af9,sha256_new_design,11,7,1046.761816,1046.761816,1046.761816,0.0,0.0
357,00ccef41aafd9eae66d0ba7df9aee66e87d970e69b351efe3ef1a3f47cc81c92,sha256_new_design,12,8,943.15960925,943.15960925,943.15960925,0.0,0.0
358,2387f7b03bd7094c6c2b8a78608148620bf69183a52017a4300195847e7c8ccd,sha256_new_design,16,15,958.7270298125,757.8040690625,715.4718715,-243.25515831249993,-42.33219756250003
359,13bf51948b3e3bb226ff9e05230d62f5e0895219f6561188c97fda3ba9511dbc,sha256_new_design,14,12,806.0928622857143,806.0928622857143,806.0928622857143,0.0,0.0
