time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
9.918000000000000000e+04,1.201999999999999943e-02,1.802501360128476171e-01,8.532947605247577227e-01,1.557998983415341131e-04
9.924000000000000000e+04,1.201999999999999943e-02,1.801558292453614984e-01,8.533521811784399169e-01,1.558001615133278238e-04
9.930000000000000000e+04,1.201999999999999943e-02,1.800616759381317711e-01,8.534095185665887540e-01,1.558004240447623224e-04
9.936000000000000000e+04,1.201999999999999943e-02,1.799676757215218914e-01,8.534667728672031828e-01,1.558006859372308359e-04
9.942000000000000000e+04,1.201999999999999943e-02,1.798738282269879418e-01,8.535239442578385072e-01,1.558009471926489868e-04
9.948000000000000000e+04,1.201999999999999943e-02,1.797801330870794079e-01,8.535810329156057197e-01,1.558012078127583833e-04
9.954000000000000000e+04,1.201999999999999943e-02,1.796865899354389007e-01,8.536380390171686150e-01,1.558014677996487709e-04
9.960000000000000000e+04,1.201999999999999943e-02,1.795931984068022680e-01,8.536949627387436790e-01,1.558017271547134308e-04
9.966000000000000000e+04,1.201999999999999943e-02,1.794999581369974562e-01,8.537518042560982012e-01,1.558019858800421896e-04
9.972000000000000000e+04,1.201999999999999943e-02,1.794068687629440106e-01,8.538085637445486098e-01,1.558022439772023700e-04
9.978000000000000000e+04,1.201999999999999943e-02,1.793139299226514383e-01,8.538652413789624696e-01,1.558025014482838802e-04
9.984000000000000000e+04,1.201999999999999943e-02,1.792211412552179306e-01,8.539218373337548185e-01,1.558027582950281657e-04
9.990000000000000000e+04,1.201999999999999943e-02,1.791285024008286708e-01,8.539783517828901660e-01,1.558030145193509846e-04
9.996000000000000000e+04,1.201999999999999943e-02,1.790360130007536688e-01,8.540347848998808278e-01,1.558032701228196596e-04
1.000200000000000000e+05,1.201999999999999943e-02,1.789436726973460123e-01,8.540911368577884799e-01,1.558035251075240446e-04
1.000800000000000000e+05,1.201999999999999943e-02,1.788514811340394250e-01,8.541474078292221606e-01,1.558037794752056393e-04
1.001400000000000000e+05,1.201999999999999943e-02,1.787594379553459345e-01,8.542035979863407125e-01,1.558040332277801476e-04
