time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
1.302000000000000000e+04,1.501691300740740781e-02,1.503810047229357849e+00,7.467290466251599312e-01,1.627513930649141546e-04
1.308000000000000000e+04,1.500550159576719694e-02,1.500207025959973794e+00,7.463950682224509414e-01,1.628433987837747459e-04
1.314000000000000000e+04,1.499418880000000058e-02,1.496611441913942464e+00,7.460688451295872659e-01,1.628253167248744230e-04
1.320000000000000000e+04,1.498296931216931173e-02,1.493023488902959883e+00,7.457508947213801198e-01,1.628287730562175714e-04
1.326000000000000000e+04,1.497183782433862340e-02,1.489444823368017090e+00,7.454397637407723654e-01,1.628966815273950593e-04
1.332000000000000000e+04,1.496078902857142859e-02,1.485874504912675143e+00,7.451349889075209454e-01,1.629098333434147365e-04
1.338000000000000000e+04,1.494981761693121858e-02,1.482311578171083166e+00,7.448361386439533716e-01,1.629465400406172274e-04
1.344000000000000000e+04,1.493891828148148117e-02,1.478757050518433092e+00,7.445423567396899367e-01,1.629378904761538758e-04
1.350000000000000000e+04,1.492808571428571457e-02,1.475210936321862620e+00,7.442538716400812771e-01,1.630144970478718367e-04
1.356000000000000000e+04,1.491731460740740832e-02,1.471673124822696188e+00,7.439695930574105054e-01,1.629795723655535794e-04
1.362000000000000000e+04,1.490659965291005369e-02,1.468143286509412171e+00,7.436902448777299446e-01,1.630304321899665840e-04
1.368000000000000000e+04,1.489593554285714369e-02,1.464621135683743081e+00,7.434142648318233793e-01,1.630743397995408856e-04
1.374000000000000000e+04,1.488531696931216786e-02,1.461107484567197190e+00,7.431410270759594150e-01,1.630582596344547198e-04
1.380000000000000000e+04,1.487473862433862440e-02,1.457602589147601435e+00,7.428706103801979710e-01,1.630982775761819588e-04
1.386000000000000000e+04,1.486419520000000112e-02,1.454105917178218910e+00,7.426023250609240511e-01,1.631361607411094196e-04
1.392000000000000000e+04,1.485368138835978929e-02,1.450616837240729762e+00,7.423351253702582531e-01,1.631962293036082201e-04
1.398000000000000000e+04,1.484319188148148193e-02,1.447135454103204211e+00,7.420681112762134157e-01,1.631921395253318455e-04
1.404000000000000000e+04,1.483272137142857203e-02,1.443662086163977509e+00,7.418012836872033278e-01,1.632431513602623048e-04
